Date,open,high,low,close,volume,circuit_hit_90d,circuit_freq_90d,sma_100,sma_100_above
2011-08-12 00:00:00+05:30,50.05,50.05,45.82,46.52,105646813,False,0,,False
2011-08-16 00:00:00+05:30,47.31,47.68,45.54,45.82,13379985,False,0,,False
2011-08-17 00:00:00+05:30,46.14,46.28,44.61,44.75,5169527,False,0,,False
2011-08-18 00:00:00+05:30,44.75,45.08,42.89,43.03,4676443,False,0,,False
2011-08-19 00:00:00+05:30,42.8,42.8,41.5,41.73,4515518,False,0,,False
2011-08-22 00:00:00+05:30,41.82,42.19,41.27,41.54,3383557,False,0,,False
2011-08-23 00:00:00+05:30,41.87,43.64,41.5,43.17,4528417,False,0,,False
2011-08-24 00:00:00+05:30,43.12,44.8,42.75,43.91,3380982,False,0,,False
2011-08-25 00:00:00+05:30,44.33,44.8,43.68,44.1,1873036,False,0,,False
2011-08-26 00:00:00+05:30,44.33,44.52,42.57,42.89,1903438,False,0,,False
2011-08-29 00:00:00+05:30,43.68,49.3,43.45,47.21,6685613,False,0,,False
2011-08-30 00:00:00+05:30,48.79,49.07,45.77,46.28,11509128,False,0,,False
2011-09-02 00:00:00+05:30,46.52,47.68,45.17,46.98,4100983,False,0,,False
2011-09-05 00:00:00+05:30,46.47,48.33,46.05,47.86,5910325,False,0,,False
2011-09-06 00:00:00+05:30,47.54,48.56,47.03,48.14,6392870,False,0,,False
2011-09-07 00:00:00+05:30,48.33,48.98,47.72,48.42,5893876,False,0,,False
2011-09-08 00:00:00+05:30,48.38,48.51,47.91,48.14,2465640,False,0,,False
2011-09-09 00:00:00+05:30,48.24,48.51,47.21,47.35,1783688,False,0,,False
2011-09-12 00:00:00+05:30,47.35,48.0,46.19,47.21,3167478,False,0,,False
2011-09-13 00:00:00+05:30,47.77,47.91,46.56,46.66,1448027,False,0,,False
2011-09-14 00:00:00+05:30,47.21,47.21,46.56,46.66,793798,False,0,,False
2011-09-15 00:00:00+05:30,47.03,47.49,46.56,46.7,1029058,False,0,,False
2011-09-16 00:00:00+05:30,46.8,47.07,46.38,46.52,1060315,False,0,,False
2011-09-19 00:00:00+05:30,46.05,46.84,46.05,46.42,751653,False,0,,False
2011-09-20 00:00:00+05:30,46.47,46.8,46.05,46.42,798773,False,0,,False
2011-09-21 00:00:00+05:30,46.47,47.4,46.38,46.98,1424976,False,0,,False
2011-09-22 00:00:00+05:30,46.47,46.75,45.54,45.63,1244398,False,0,,False
2011-09-23 00:00:00+05:30,45.31,45.68,44.38,45.12,1535083,False,0,,False
2011-09-26 00:00:00+05:30,45.08,45.59,43.87,44.33,1174675,False,0,,False
2011-09-27 00:00:00+05:30,44.98,45.77,44.75,45.59,1159305,False,0,,False
2011-09-28 00:00:00+05:30,45.82,45.96,45.35,45.59,667325,False,0,,False
2011-09-29 00:00:00+05:30,45.26,45.63,44.7,44.89,718570,False,0,,False
2011-09-30 00:00:00+05:30,44.89,45.45,44.61,44.75,542664,False,0,,False
2011-10-03 00:00:00+05:30,44.19,44.61,43.87,44.19,543069,False,0,,False
2011-10-04 00:00:00+05:30,44.05,44.61,43.59,43.96,667202,False,0,,False
2011-10-05 00:00:00+05:30,44.15,44.47,43.68,43.73,418853,False,0,,False
2011-10-07 00:00:00+05:30,44.8,46.38,44.29,45.45,1517534,False,0,,False
2011-10-10 00:00:00+05:30,45.54,46.38,45.54,46.28,1048269,False,0,,False
2011-10-11 00:00:00+05:30,46.47,47.31,46.47,46.84,1263006,False,0,,False
2011-10-12 00:00:00+05:30,46.93,47.17,46.38,46.89,773251,False,0,,False
2011-10-13 00:00:00+05:30,47.31,47.31,46.84,47.03,764764,False,0,,False
2011-10-14 00:00:00+05:30,47.03,47.21,46.66,47.07,632550,False,0,,False
